Material,Material Description,Material Group,Division,EAN/UPC,Weight unit,Gross Weight,Net Weight,Material type descr.,Material Group Desc.,Material grp desc. 2,Name,PH Level 01,PH Level 01 - Desc.,PH Level 02,PH Level 02 - Desc.,PH Level 03,PH Level 03 - Desc.,PH Level 04,PH Level 04 - Desc.,PH Level 05,PH Level 05 - Desc.
AEPSXB214-K,TIBIAL LINER PS B2 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXB217-K,TIBIAL LINER PS B2 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXB220-K,TIBIAL LINER PS B2 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC209-K,TIBIAL LINER PS C2 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC211-K,TIBIAL LINER PS C2 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC214-K,TIBIAL LINER PS C2 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC217-K,TIBIAL LINER PS C2 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC220-K,TIBIAL LINER PS C2 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC309-K,TIBIAL LINER PS C3 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC311-K,TIBIAL LINER PS C3 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC314-K,TIBIAL LINER PS C3 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC317-K,TIBIAL LINER PS C3 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXC320-K,TIBIAL LINER PS C3 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD209-K,TIBIAL LINER PS D2 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD211-K,TIBIAL LINER PS D2 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD214-K,TIBIAL LINER PS D2 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD217-K,TIBIAL LINER PS D2 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD220-K,TIBIAL LINER PS D2 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD309-K,TIBIAL LINER PS D3 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD311-K,TIBIAL LINER PS D3 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD314-K,TIBIAL LINER PS D3 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD317-K,TIBIAL LINER PS D3 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD320-K,TIBIAL LINER PS D3 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD409-K,TIBIAL LINER PS D4 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD411-K,TIBIAL LINER PS D4 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD414-K,TIBIAL LINER PS D4 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD417-K,TIBIAL LINER PS D4 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXD420-K,TIBIAL LINER PS D4 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE409-K,TIBIAL LINER PS E4 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE411-K,TIBIAL LINER PS E4 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE414-K,TIBIAL LINER PS E4 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE417-K,TIBIAL LINER PS E4 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE420-K,TIBIAL LINER PS E4 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE509-K,TIBIAL LINER PS E5 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE511-K,TIBIAL LINER PS E5 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE514-K,TIBIAL LINER PS E5 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE517-K,TIBIAL LINER PS E5 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXE520-K,TIBIAL LINER PS E5 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXF509-K,TIBIAL LINER PS F5 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXF511-K,TIBIAL LINER PS F5 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXF514-K,TIBIAL LINER PS F5 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXF517-K,TIBIAL LINER PS F5 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXF520-K,TIBIAL LINER PS F5 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXG709-K,TIBIAL LINER PS G7 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXG711-K,TIBIAL LINER PS G7 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXG714-K,TIBIAL LINER PS G7 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXG717-K,TIBIAL LINER PS G7 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXG720-K,TIBIAL LINER PS G7 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXH709-K,TIBIAL LINER PS H7 E-CiMa ALLPOLY 9mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXH711-K,TIBIAL LINER PS H7 E-CiMa ALLPOLY 11mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXH714-K,TIBIAL LINER PS H7 E-CiMa ALLPOLY 14mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXH717-K,TIBIAL LINER PS H7 E-CiMa ALLPOLY 17mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
AEPSXH720-K,TIBIAL LINER PS H7 E-CiMa ALLPOLY 20mm,KI-DK-EAP,KI,,KG,0.000,0.000,FG Material-Knee,Allpoly Lnr E-CiM PS,Allpoly Liner E-CiMa,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,002,Liner Allpoly PS
ALCRXA109-K,TIBIAL LINER CR A1 ALLPOLY 9mm,KI-AP-CR,KI,811767022668,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXA111-K,TIBIAL LINER CR A1 ALLPOLY 11mm,KI-AP-CR,KI,811767022675,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXA114-K,TIBIAL LINER CR A1 ALLPOLY 14mm,KI-AP-CR,KI,811767022682,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXA117-K,TIBIAL LINER CR A1 ALLPOLY 17mm,KI-AP-CR,KI,811767022699,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXA120-K,TIBIAL LINER CR A1 ALLPOLY 20mm,KI-AP-CR,KI,811767022705,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB109-K,TIBIAL LINER CR B1 ALLPOLY 09mm,KI-FK-ALP,KI,,KG,0.000,0.000,FG Material-Knee,FK -Allpoly Liner PS,FK - Allpoly Liner P,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB111-K,TIBIAL LINER CR B1 ALLPOLY 11mm,KI-FK-ALP,KI,,KG,0.000,0.000,FG Material-Knee,FK -Allpoly Liner PS,FK - Allpoly Liner P,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB114-K,TIBIAL LINER CR B1 ALLPOLY 14mm,KI-FK-ALP,KI,,KG,0.000,0.000,FG Material-Knee,FK -Allpoly Liner PS,FK - Allpoly Liner P,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB117-K,TIBIAL LINER CR B1 ALLPOLY 17mm,KI-FK-ALP,KI,,KG,0.000,0.000,FG Material-Knee,FK -Allpoly Liner PS,FK - Allpoly Liner P,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB209-K,TIBIAL LINER CR B2 ALLPOLY 9mm,KI-AP-CR,KI,811767022712,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB211-K,TIBIAL LINER CR B2 ALLPOLY 11mm,KI-AP-CR,KI,811767022729,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB214-K,TIBIAL LINER CR B2 ALLPOLY 14mm,KI-AP-CR,KI,811767022736,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB217-K,TIBIAL LINER CR B2 ALLPOLY 17mm,KI-AP-CR,KI,811767022743,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXB220-K,TIBIAL LINER CR B2 ALLPOLY 20mm,KI-AP-CR,KI,811767022750,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC209-K,TIBIAL LINER CR C2 ALLPOLY 9mm,KI-AP-CR,KI,811767022767,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC211-K,TIBIAL LINER CR C2 ALLPOLY 11mm,KI-AP-CR,KI,811767022774,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC214-K,TIBIAL LINER CR C2 ALLPOLY 14mm,KI-AP-CR,KI,811767022781,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC217-K,TIBIAL LINER CR C2 ALLPOLY 17mm,KI-AP-CR,KI,811767022798,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC220-K,TIBIAL LINER CR C2 ALLPOLY 20mm,KI-AP-CR,KI,811767022804,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC309-K,TIBIAL LINER CR C3 ALLPOLY 9mm,KI-AP-CR,KI,811767022811,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC311-K,TIBIAL LINER CR C3 ALLPOLY 11mm,KI-AP-CR,KI,811767022828,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC314-K,TIBIAL LINER CR C3 ALLPOLY 14mm,KI-AP-CR,KI,811767022835,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC317-K,TIBIAL LINER CR C3 ALLPOLY 17mm,KI-AP-CR,KI,811767022842,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC320-K,TIBIAL LINER CR C3 ALLPOLY 20mm,KI-AP-CR,KI,811767022859,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC409-K,TIBIAL LINER CR C4 ALLPOLY 09mm,KI-FK-ALP,KI,,KG,0.000,0.000,FG Material-Knee,FK -Allpoly Liner PS,FK - Allpoly Liner P,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC411-K,TIBIAL LINER CR C4 ALLPOLY 11mm,KI-FK-ALP,KI,,KG,0.000,0.000,FG Material-Knee,FK -Allpoly Liner PS,FK - Allpoly Liner P,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC414-K,TIBIAL LINER CR C4 ALLPOLY 14mm,KI-FK-ALP,KI,,KG,0.000,0.000,FG Material-Knee,FK -Allpoly Liner PS,FK - Allpoly Liner P,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXC417-K,TIBIAL LINER CR C4 ALLPOLY 17mm,KI-FK-ALP,KI,,KG,0.000,0.000,FG Material-Knee,FK -Allpoly Liner PS,FK - Allpoly Liner P,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXD209-K,TIBIAL LINER CR D2 ALLPOLY 9mm,KI-AP-CR,KI,811767022866,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXD211-K,TIBIAL LINER CR D2 ALLPOLY 11mm,KI-AP-CR,KI,811767022873,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXD214-K,TIBIAL LINER CR D2 ALLPOLY 14mm,KI-AP-CR,KI,811767022880,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXD217-K,TIBIAL LINER CR D2 ALLPOLY 17mm,KI-AP-CR,KI,811767022897,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXD220-K,TIBIAL LINER CR D2 ALLPOLY 20mm,KI-AP-CR,KI,811767022903,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXD309-K,TIBIAL LINER CR D3 ALLPOLY 9mm,KI-AP-CR,KI,811767022910,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXD311-K,TIBIAL LINER CR D3 ALLPOLY 11mm,KI-AP-CR,KI,811767022927,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
ALCRXD314-K,TIBIAL LINER CR D3 ALLPOLY 14mm,KI-AP-CR,KI,811767022934,KG,0.000,0.000,FG Material-Knee,Allpoly Liner CR,Allpoly Liner CR,Knee Implant,KN,Knee,002,Freedom,0001,Primary,0001,Liner - Knee,001,Liner Allpoly CR
